id,vehicle_id,timestamp,longitude,latitude
1,XE_01,2026-06-19 08:00:14,106.68873473580942,10.760329184107006
2,XE_01,2026-06-19 08:00:19,106.68887393289141,10.760249399507053
3,XE_01,2026-06-19 08:00:24,106.6888600572219,10.760457056108006
4,XE_01,2026-06-19 08:00:31,106.68886890559587,10.760356018169023
5,XE_01,2026-06-19 08:00:44,106.68875598126259,10.760536994068756
6,XE_01,2026-06-19 08:00:59,106.68896767258724,10.760747762992779
7,XE_01,2026-06-19 08:01:06,106.68888812877337,10.760487679714428
8,XE_01,2026-06-19 08:01:17,106.6887086970915,10.760633616140845
9,XE_01,2026-06-19 08:01:26,106.68916628326787,10.760857939338687
10,XE_01,2026-06-19 08:01:39,106.68914999078807,10.760829379724882
11,XE_01,2026-06-19 08:01:44,106.68925698461824,10.76084445039521
12,XE_01,2026-06-19 08:01:56,106.68918350313194,10.761014455112141
13,XE_01,2026-06-19 08:02:05,106.68937794473916,10.761150831341624
14,XE_01,2026-06-19 08:02:20,106.68950400606202,10.760986649940273
15,XE_01,2026-06-19 08:02:30,106.68949758758467,10.761039015459463
16,XE_01,2026-06-19 08:02:45,106.68955159233855,10.76131775138706
17,XE_01,2026-06-19 08:02:53,106.68978324530363,10.761386148131661
18,XE_01,2026-06-19 08:03:03,106.68979211025528,10.76132123345734
19,XE_01,2026-06-19 08:03:17,106.68972523859439,10.76160568772105
20,XE_01,2026-06-19 08:03:23,106.68953883950573,10.761666611108028
21,XE_01,2026-06-19 08:03:34,106.68988773919271,10.761514041693095
22,XE_01,2026-06-19 08:03:49,106.6899617514281,10.761550995782358
23,XE_01,2026-06-19 08:04:03,106.69003219467768,10.761833539110055
24,XE_01,2026-06-19 08:04:14,106.68994870483996,10.76174851537069
25,XE_01,2026-06-19 08:04:23,106.6898326716018,10.761803320273833
26,XE_01,2026-06-19 08:04:36,106.6900439296106,10.761929128521958
27,XE_01,2026-06-19 08:04:43,106.69033260603854,10.762088067911476
28,XE_01,2026-06-19 08:04:54,106.69027239310016,10.762444873756438
29,XE_01,2026-06-19 08:05:09,106.69034844142574,10.762301026501616
30,XE_01,2026-06-19 08:05:20,106.69042182534581,10.762180232282935
31,XE_01,2026-06-19 08:05:28,106.6903680757996,10.762283804405591
32,XE_01,2026-06-19 08:05:41,106.69065652942504,10.762454942879183
33,XE_01,2026-06-19 08:05:56,106.69071371290487,10.762296588686919
34,XE_01,2026-06-19 08:06:04,106.69054686197522,10.762576664234283
35,XE_01,2026-06-19 08:06:17,106.6908213829245,10.762618654597958
36,XE_01,2026-06-19 08:06:23,106.69055866725306,10.762753197677455
37,XE_01,2026-06-19 08:06:30,106.69112839329887,10.76260981722541
38,XE_01,2026-06-19 08:06:41,106.69090560289672,10.76276284098918
39,XE_01,2026-06-19 08:06:53,106.6907811017551,10.762917555553571
40,XE_01,2026-06-19 08:07:07,106.6911505845551,10.762613632566799
41,XE_01,2026-06-19 08:07:18,106.69119117840394,10.763060321556464
